X,Y,Z
305.9873,80.7500,1002.9600
306.9682,80.7500,1002.9600
307.9490,80.7500,1002.9600
308.9299,80.7500,1002.9600
309.9108,80.7500,1002.9600
310.8917,80.7500,1002.9600
311.8726,80.7500,1002.9600
312.8535,80.7500,1002.9600
313.8344,80.7500,1002.9600
314.8153,80.7500,1002.9600
315.7962,80.7500,1002.9600
316.7771,80.7500,1002.9600
317.7580,80.7500,1002.9600
318.7389,80.7500,1002.9600
319.7197,80.7500,1002.9600
320.7006,80.7500,1002.9600
321.6815,80.7500,1002.9600
322.6624,80.7500,1002.9600
323.6433,80.7500,1002.9600
324.6242,80.7500,1002.9600
325.6051,80.7500,1002.9600
326.5860,80.7500,1002.9600
327.5669,80.7500,1002.9600
328.5478,80.7500,1002.9600
329.5287,80.7500,1002.9600
330.5096,80.7500,1002.9600
331.4904,80.7500,1002.9600
332.4713,80.7500,1002.9600
333.4522,80.7500,1002.9600
334.4331,80.7500,1002.9600
335.4140,80.7500,1002.9600
336.3949,80.7500,1002.9600
337.3758,80.7500,1002.9600
338.3567,80.7500,1002.9600
339.3376,80.7500,1002.9600
340.3185,80.7500,1002.9600
341.2994,80.7500,1002.9600
342.2803,80.7500,1002.9600
343.2611,80.7500,1002.9600
344.2420,80.7500,1002.9600
345.2229,80.7500,1002.9600
346.2038,80.7500,1002.9600
347.1847,80.7500,1002.9600
348.1656,80.7500,1002.9600
349.1465,80.7500,1002.9600
350.1274,80.7500,1002.9600
351.1083,80.7500,1002.9600
352.0892,80.7500,1002.9600
353.0701,80.7500,1002.9600
354.0510,80.7500,1002.9600
355.0318,80.7500,1002.9600
356.0127,80.7500,1002.9600
356.9936,80.7500,1002.9600
357.9745,80.7500,1002.9600
358.9554,80.7500,1002.9600
359.9363,80.7500,1002.9600
360.9172,80.7500,1002.9600
361.8981,80.7500,1002.9600
362.8790,80.7500,1002.9600
363.8599,80.7500,1002.9600
364.8408,80.7500,1002.9600
365.8217,80.7500,1002.9600
366.8025,80.7500,1002.9600
367.7834,80.7500,1002.9600
368.7643,80.7500,1002.9600
369.7452,80.7500,1002.9600
370.7261,80.7500,1002.9600
371.7070,80.7500,1002.9600
372.6879,80.7500,1002.9600
373.6688,80.7500,1002.9600
374.6497,80.7500,1002.9600
375.6306,80.7500,1002.9600
376.6115,80.7500,1002.9600
377.5924,80.7500,1002.9600
378.5732,80.7500,1002.9600
379.5541,80.7500,1002.9600
380.5350,80.7500,1002.9600
381.5159,80.7500,1002.9600
382.4968,80.7500,1002.9600
383.4777,80.7500,1002.9600
384.4586,80.7500,1002.9600
385.4395,80.7500,1002.9600
386.4204,80.7500,1002.9600
387.4013,80.7500,1002.9600
388.3822,80.7500,1002.9600
389.3631,80.7500,1002.9600
390.3439,80.7500,1002.9600
391.3248,80.7500,1002.9600
392.3057,80.7500,1002.9600
393.2866,80.7500,1002.9600
394.2675,80.7500,1002.9600
395.2484,80.7500,1002.9600
396.2293,80.7500,1002.9600
397.2102,80.7500,1002.9600
398.1911,80.7500,1002.9600
399.1720,80.7500,1002.9600
400.1529,80.7500,1002.9600
401.1338,80.7500,1002.9600
402.1146,80.7500,1002.9600
403.0955,80.7500,1002.9600
404.0764,80.7500,1002.9600
405.0573,80.7500,1002.9600
406.0382,80.7500,1002.9600
407.0191,80.7500,1002.9600
408.0000,80.7500,1002.9600
408.9809,80.7500,1002.9600
409.9618,80.7500,1002.9600
410.9427,80.7500,1002.9600
411.9236,80.7500,1002.9600
412.9045,80.7500,1002.9600
413.8854,80.7500,1002.9600
414.8662,80.7500,1002.9600
415.8471,80.7500,1002.9600
416.8280,80.7500,1002.9600
417.8089,80.7500,1002.9600
418.7898,80.7500,1002.9600
419.7707,80.7500,1002.9600
420.7516,80.7500,1002.9600
421.7325,80.7500,1002.9600
422.7134,80.7500,1002.9600
423.6943,80.7500,1002.9600
424.6752,80.7500,1002.9600
425.6561,80.7500,1002.9600
426.6369,80.7500,1002.9600
427.6178,80.7500,1002.9600
428.5987,80.7500,1002.9600
429.5796,80.7500,1002.9600
430.5605,80.7500,1002.9600
431.5414,80.7500,1002.9600
432.5223,80.7500,1002.9600
433.5032,80.7500,1002.9600
434.4841,80.7500,1002.9600
435.4650,80.7500,1002.9600
436.4459,80.7500,1002.9600
437.4268,80.7500,1002.9600
438.4076,80.7500,1002.9600
439.3885,80.7500,1002.9600
440.3694,80.7500,1002.9600
441.3503,80.7500,1002.9600
442.3312,80.7500,1002.9600
443.3121,80.7500,1002.9600
444.2930,80.7500,1002.9600
445.2739,80.7500,1002.9600
446.2548,80.7500,1002.9600
447.2357,80.7500,1002.9600
448.2166,80.7500,1002.9600
449.1975,80.7500,1002.9600
450.1783,80.7500,1002.9600
451.1592,80.7500,1002.9600
452.1401,80.7500,1002.9600
453.1210,80.7500,1002.9600
454.1019,80.7500,1002.9600
455.0828,80.7500,1002.9600
456.0637,80.7500,1002.9600
457.0446,80.7500,1002.9600
458.0255,80.7500,1002.9600
459.0064,80.7500,1002.9600
459.9873,80.7500,1002.9600
460.9682,80.7500,1002.9600
461.9490,80.7500,1002.9600
462.9299,80.7500,1002.9600
463.9108,80.7500,1002.9600
464.8917,80.7500,1002.9600
465.8726,80.7500,1002.9600
466.8535,80.7500,1002.9600
467.8344,80.7500,1002.9600
468.8153,80.7500,1002.9600
469.7962,80.7500,1002.9600
470.7771,80.7500,1002.9600
471.7580,80.7500,1002.9600
472.7389,80.7500,1002.9600
473.7197,80.7500,1002.9600
474.7006,80.7500,1002.9600
475.6815,80.7500,1002.9600
476.6624,80.7500,1002.9600
477.6433,80.7500,1002.9600
478.6242,80.7500,1002.9600
479.6051,80.7500,1002.9600
480.5860,80.7500,1002.9600
481.5669,80.7500,1002.9600
482.5478,80.7500,1002.9600
483.5287,80.7500,1002.9600
484.5096,80.7500,1002.9600
485.4904,80.7500,1002.9600
486.4713,80.7500,1002.9600
487.4522,80.7500,1002.9600
488.4331,80.7500,1002.9600
489.4140,80.7500,1002.9600
490.3949,80.7500,1002.9600
491.3758,80.7500,1002.9600
492.3567,80.7500,1002.9600
493.3376,80.7500,1002.9600
494.3185,80.7500,1002.9600
495.2994,80.7500,1002.9600
496.2803,80.7500,1002.9600
497.2611,80.7500,1002.9600
498.2420,80.7500,1002.9600
499.2229,80.7500,1002.9600
500.2038,80.7500,1002.9600
501.1847,80.7500,1002.9600
502.1656,80.7500,1002.9600
503.1465,80.7500,1002.9600
504.1274,80.7500,1002.9600
505.1083,80.7500,1002.9600
506.0892,80.7500,1002.9600
507.0701,80.7500,1002.9600
508.0510,80.7500,1002.9600
509.0318,80.7500,1002.9600
510.0127,80.7500,1002.9600
510.9936,80.7500,1002.9600
511.9745,80.7500,1002.9600
512.9554,80.7500,1002.9600
513.9363,80.7500,1002.9600
514.9172,80.7500,1002.9600
515.8981,80.7500,1002.9600
516.8790,80.7500,1002.9600
517.8599,80.7500,1002.9600
518.8408,80.7500,1002.9600
519.8217,80.7500,1002.9600
520.8025,80.7500,1002.9600
521.7834,80.7500,1002.9600
522.7643,80.7500,1002.9600
523.7452,80.7500,1002.9600
524.7261,80.7500,1002.9600
525.7070,80.7500,1002.9600
526.6879,80.7500,1002.9600
527.6688,80.7500,1002.9600
528.6497,80.7500,1002.9600
529.6306,80.7500,1002.9600
530.6115,80.7500,1002.9600
531.5924,80.7500,1002.9600
532.5732,80.7500,1002.9600
533.5541,80.7500,1002.9600
534.5350,80.7500,1002.9600
535.5159,80.7500,1002.9600
536.4968,80.7500,1002.9600
537.4777,80.7500,1002.9600
538.4586,80.7500,1002.9600
539.4395,80.7500,1002.9600
540.4204,80.7500,1002.9600
541.4013,80.7500,1002.9600
542.3822,80.7500,1002.9600
543.3631,80.7500,1002.9600
544.3439,80.7500,1002.9600
545.3248,80.7500,1002.9600
546.3057,80.7500,1002.9600
547.2866,80.7500,1002.9600
548.2675,80.7500,1002.9600
549.2484,80.7500,1002.9600
550.2293,80.7500,1002.9600
551.2102,80.7500,1002.9600
552.1911,80.7500,1002.9600
553.1720,80.7500,1002.9600
554.1529,80.7500,1002.9600
555.1338,80.7500,1002.9600
556.1146,80.7500,1002.9600
557.0955,80.7500,1002.9600
558.0764,80.7500,1002.9600
559.0573,80.7500,1002.9600
560.0382,80.7500,1002.9600
561.0191,80.7500,1002.9600
562.0000,80.7500,1002.9600
562.9809,80.7500,1002.9600
563.9618,80.7500,1002.9600
564.9427,80.7500,1002.9600
565.9236,80.7500,1002.9600
566.9045,80.7500,1002.9600
567.8854,80.7500,1002.9600
568.8662,80.7500,1002.9600
569.8471,80.7500,1002.9600
570.8280,80.7500,1002.9600
571.8089,80.7500,1002.9600
572.7898,80.7500,1002.9600
573.7707,80.7500,1002.9600
574.7516,80.7500,1002.9600
575.7325,80.7500,1002.9600
576.7134,80.7500,1002.9600
577.6943,80.7500,1002.9600
578.6752,80.7500,1002.9600
579.6561,80.7500,1002.9600
580.6369,80.7500,1002.9600
581.6178,80.7500,1002.9600
582.5987,80.7500,1002.9600
583.5796,80.7500,1002.9600
584.5605,80.7500,1002.9600
585.5414,80.7500,1002.9600
586.5223,80.7500,1002.9600
587.5032,80.7500,1002.9600
588.4841,80.7500,1002.9600
589.4650,80.7500,1002.9600
590.4459,80.7500,1002.9600
591.4268,80.7500,1002.9600
592.4076,80.7500,1002.9600
593.3885,80.7500,1002.9600
594.3694,80.7500,1002.9600
595.3503,80.7500,1002.9600
596.3312,80.7500,1002.9600
597.3121,80.7500,1002.9600
598.2930,80.7500,1002.9600
599.2739,80.7500,1002.9600
600.2548,80.7500,1002.9600
601.2357,80.7500,1002.9600
602.2166,80.7500,1002.9600
603.1975,80.7500,1002.9600
604.1783,80.7500,1002.9600
605.1592,80.7500,1002.9600
606.1401,80.7500,1002.9600
607.1210,80.7500,1002.9600
608.1019,80.7500,1002.9600
609.0828,80.7500,1002.9600
610.0637,80.7500,1002.9600
611.0446,80.7500,1002.9600
612.0255,80.7500,1002.9600
613.0064,80.7500,1002.9600
613.9873,80.7500,1002.9600
614.9682,80.7500,1002.9600
615.9490,80.7500,1002.9600
616.9299,80.7500,1002.9600
617.9108,80.7500,1002.9600
618.8917,80.7500,1002.9600
619.8726,80.7500,1002.9600
620.8535,80.7500,1002.9600
621.8344,80.7500,1002.9600
622.8153,80.7500,1002.9600
623.7962,80.7500,1002.9600
624.7771,80.7500,1002.9600
625.7580,80.7500,1002.9600
626.7389,80.7500,1002.9600
627.7197,80.7500,1002.9600
628.7006,80.7500,1002.9600
629.6815,80.7500,1002.9600
630.6624,80.7500,1002.9600
631.6433,80.7500,1002.9600
632.6242,80.7500,1002.9600
633.6051,80.7500,1002.9600
634.5860,80.7500,1002.9600
635.5669,80.7500,1002.9600
636.5478,80.7500,1002.9600
637.5287,80.7500,1002.9600
638.5096,80.7500,1002.9600
639.4904,80.7500,1002.9600
640.4713,80.7500,1002.9600
641.4522,80.7500,1002.9600
642.4331,80.7500,1002.9600
643.4140,80.7500,1002.9600
644.3949,80.7500,1002.9600
645.3758,80.7500,1002.9600
646.3567,80.7500,1002.9600
647.3376,80.7500,1002.9600
648.3185,80.7500,1002.9600
649.2994,80.7500,1002.9600
650.2803,80.7500,1002.9600
651.2611,80.7500,1002.9600
652.2420,80.7500,1002.9600
653.2229,80.7500,1002.9600
654.2038,80.7500,1002.9600
655.1847,80.7500,1002.9600
656.1656,80.7500,1002.9600
657.1465,80.7500,1002.9600
658.1274,80.7500,1002.9600
659.1083,80.7500,1002.9600
660.0892,80.7500,1002.9600
661.0701,80.7500,1002.9600
662.0510,80.7500,1002.9600
663.0318,80.7500,1002.9600
664.0127,80.7500,1002.9600
664.9936,80.7500,1002.9600
665.9745,80.7500,1002.9600
666.9554,80.7500,1002.9600
667.9363,80.7500,1002.9600
668.9172,80.7500,1002.9600
669.8981,80.7500,1002.9600
670.8790,80.7500,1002.9600
671.8599,80.7500,1002.9600
672.8408,80.7500,1002.9600
673.8217,80.7500,1002.9600
674.8025,80.7500,1002.9600
675.7834,80.7500,1002.9600
676.7643,80.7500,1002.9600
677.7452,80.7500,1002.9600
678.7261,80.7500,1002.9600
679.7070,80.7500,1002.9600
680.6879,80.7500,1002.9600
681.6688,80.7500,1002.9600
682.6497,80.7500,1002.9600
683.6306,80.7500,1002.9600
684.6115,80.7500,1002.9600
685.5924,80.7500,1002.9600
686.5732,80.7500,1002.9600
687.5541,80.7500,1002.9600
688.5350,80.7500,1002.9600
689.5159,80.7500,1002.9600
690.4968,80.7500,1002.9600
691.4777,80.7500,1002.9600
692.4586,80.7500,1002.9600
693.4395,80.7500,1002.9600
694.4204,80.7500,1002.9600
695.4013,80.7500,1002.9600
696.3822,80.7500,1002.9600
697.3631,80.7500,1002.9600
698.3439,80.7500,1002.9600
699.3248,80.7500,1002.9600
700.3057,80.7500,1002.9600
701.2866,80.7500,1002.9600
702.2675,80.7500,1002.9600
703.2484,80.7500,1002.9600
704.2293,80.7500,1002.9600
705.2102,80.7500,1002.9600
706.1911,80.7500,1002.9600
707.1720,80.7500,1002.9600
708.1529,80.7500,1002.9600
709.1338,80.7500,1002.9600
710.1146,80.7500,1002.9600
711.0955,80.7500,1002.9600
712.0764,80.7500,1002.9600
713.0573,80.7500,1002.9600
714.0382,80.7500,1002.9600
715.0191,80.7500,1002.9600
716.0000,80.7500,1002.9600
716.9809,80.7500,1002.9600
717.9618,80.7500,1002.9600
718.9427,80.7500,1002.9600
719.9236,80.7500,1002.9600
720.9045,80.7500,1002.9600
721.8854,80.7500,1002.9600
722.8662,80.7500,1002.9600
723.8471,80.7500,1002.9600
724.8280,80.7500,1002.9600
725.8089,80.7500,1002.9600
726.7898,80.7500,1002.9600
727.7707,80.7500,1002.9600
728.7516,80.7500,1002.9600
729.7325,80.7500,1002.9600
730.7134,80.7500,1002.9600
731.6943,80.7500,1002.9600
732.6752,80.7500,1002.9600
733.6561,80.7500,1002.9600
734.6369,80.7500,1002.9600
735.6178,80.7500,1002.9600
736.5987,80.7500,1002.9600
737.5796,80.7500,1002.9600
738.5605,80.7500,1002.9600
739.5414,80.7500,1002.9600
740.5223,80.7500,1002.9600
741.5032,80.7500,1002.9600
742.4841,80.7500,1002.9600
743.4650,80.7500,1002.9600
744.4459,80.7500,1002.9600
745.4268,80.7500,1002.9600
746.4076,80.7500,1002.9600
747.3885,80.7500,1002.9600
748.3694,80.7500,1002.9600
749.3503,80.7500,1002.9600
750.3312,80.7500,1002.9600
751.3121,80.7500,1002.9600
752.2930,80.7500,1002.9600
753.2739,80.7500,1002.9600
754.2548,80.7500,1002.9600
755.2357,80.7500,1002.9600
756.2166,80.7500,1002.9600
757.1975,80.7500,1002.9600
758.1783,80.7500,1002.9600
759.1592,80.7500,1002.9600
760.1401,80.7500,1002.9600
761.1210,80.7500,1002.9600
762.1019,80.7500,1002.9600
763.0828,80.7500,1002.9600
764.0637,80.7500,1002.9600
765.0446,80.7500,1002.9600
766.0255,80.7500,1002.9600
767.0064,80.7500,1002.9600
767.9873,80.7500,1002.9600
768.9682,80.7500,1002.9600
769.9490,80.7500,1002.9600
770.9299,80.7500,1002.9600
771.9108,80.7500,1002.9600
772.8917,80.7500,1002.9600
773.8726,80.7500,1002.9600
774.8535,80.7500,1002.9600
775.8344,80.7500,1002.9600
776.8153,80.7500,1002.9600
777.7962,80.7500,1002.9600
778.7771,80.7500,1002.9600
779.7580,80.7500,1002.9600
780.7389,80.7500,1002.9600
781.7197,80.7500,1002.9600
782.7006,80.7500,1002.9600
783.6815,80.7500,1002.9600
784.6624,80.7500,1002.9600
785.6433,80.7500,1002.9600
786.6242,80.7500,1002.9600
787.6051,80.7500,1002.9600
788.5860,80.7500,1002.9600
789.5669,80.7500,1002.9600
790.5478,80.7500,1002.9600
791.5287,80.7500,1002.9600
792.5096,80.7500,1002.9600
793.4904,80.7500,1002.9600
794.4713,80.7500,1002.9600
795.4522,80.7500,1002.9600
796.4331,80.7500,1002.9600
797.4140,80.7500,1002.9600
798.3949,80.7500,1002.9600
799.3758,80.7500,1002.9600
800.3567,80.7500,1002.9600
801.3376,80.7500,1002.9600
802.3185,80.7500,1002.9600
803.2994,80.7500,1002.9600
804.2803,80.7500,1002.9600
805.2611,80.7500,1002.9600
806.2420,80.7500,1002.9600
807.2229,80.7500,1002.9600
808.2038,80.7500,1002.9600
809.1847,80.7500,1002.9600
810.1656,80.7500,1002.9600
811.1465,80.7500,1002.9600
812.1274,80.7500,1002.9600
813.1083,80.7500,1002.9600
814.0892,80.7500,1002.9600
815.0701,80.7500,1002.9600
816.0510,80.7500,1002.9600
817.0318,80.7500,1002.9600
818.0127,80.7500,1002.9600
818.9936,80.7500,1002.9600
819.9745,80.7500,1002.9600
820.9554,80.7500,1002.9600
821.9363,80.7500,1002.9600
822.9172,80.7500,1002.9600
823.8981,80.7500,1002.9600
824.8790,80.7500,1002.9600
825.8599,80.7500,1002.9600
826.8408,80.7500,1002.9600
827.8217,80.7500,1002.9600
828.8025,80.7500,1002.9600
829.7834,80.7500,1002.9600
830.7643,80.7500,1002.9600
831.7452,80.7500,1002.9600
832.7261,80.7500,1002.9600
833.7070,80.7500,1002.9600
834.6879,80.7500,1002.9600
835.6688,80.7500,1002.9600
836.6497,80.7500,1002.9600
837.6306,80.7500,1002.9600
838.6115,80.7500,1002.9600
839.5924,80.7500,1002.9600
840.5732,80.7500,1002.9600
841.5541,80.7500,1002.9600
842.5350,80.7500,1002.9600
843.5159,80.7500,1002.9600
844.4968,80.7500,1002.9600
845.4777,80.7500,1002.9600
846.4586,80.7500,1002.9600
847.4395,80.7500,1002.9600
848.4204,80.7500,1002.9600
849.4013,80.7500,1002.9600
850.3822,80.7500,1002.9600
851.3631,80.7500,1002.9600
852.3439,80.7500,1002.9600
853.3248,80.7500,1002.9600
854.3057,80.7500,1002.9600
855.2866,80.7500,1002.9600
856.2675,80.7500,1002.9600
857.2484,80.7500,1002.9600
858.2293,80.7500,1002.9600
859.2102,80.7500,1002.9600
860.1911,80.7500,1002.9600
861.1720,80.7500,1002.9600
862.1529,80.7500,1002.9600
863.1338,80.7500,1002.9600
864.1146,80.7500,1002.9600
865.0955,80.7500,1002.9600
866.0764,80.7500,1002.9600
867.0573,80.7500,1002.9600
868.0382,80.7500,1002.9600
869.0191,80.7500,1002.9600
100.0000,82.6750,1002.6788
100.9809,82.6750,1002.6788
101.9618,82.6750,1002.6788
102.9427,82.6750,1002.6788
103.9236,82.6750,1002.6788
104.9045,82.6750,1002.6788
105.8854,82.6750,1002.6788
106.8662,82.6750,1002.6788
107.8471,82.6750,1002.6788
108.8280,82.6750,1002.6788
109.8089,82.6750,1002.6788
110.7898,82.6750,1002.6788
111.7707,82.6750,1002.6788
112.7516,82.6750,1002.6788
113.7325,82.6750,1002.6788
114.7134,82.6750,1002.6788
115.6943,82.6750,1002.6788
116.6752,82.6750,1002.6788
117.6561,82.6750,1002.6788
118.6369,82.6750,1002.6788
119.6178,82.6750,1002.6788
120.5987,82.6750,1002.6788
121.5796,82.6750,1002.6788
122.5605,82.6750,1002.6788
123.5414,82.6750,1002.6788
124.5223,82.6750,1002.6788
125.5032,82.6750,1002.6788
126.4841,82.6750,1002.6788
127.4650,82.6750,1002.6788
128.4459,82.6750,1002.6788
129.4268,82.6750,1002.6788
130.4076,82.6750,1002.6788
131.3885,82.6750,1002.6788
132.3694,82.6750,1002.6788
133.3503,82.6750,1002.6788
134.3312,82.6750,1002.6788
135.3121,82.6750,1002.6788
136.2930,82.6750,1002.6788
137.2739,82.6750,1002.6788
138.2548,82.6750,1002.6788
139.2357,82.6750,1002.6788
140.2166,82.6750,1002.6788
141.1975,82.6750,1002.6788
142.1783,82.6750,1002.6788
143.1592,82.6750,1002.6788
144.1401,82.6750,1002.6788
145.1210,82.6750,1002.6788
146.1019,82.6750,1002.6788
147.0828,82.6750,1002.6788
148.0637,82.6750,1002.6788
149.0446,82.6750,1002.6788
150.0255,82.6750,1002.6788
151.0064,82.6750,1002.6788
151.9873,82.6750,1002.6788
152.9682,82.6750,1002.6788
153.9490,82.6750,1002.6788
154.9299,82.6750,1002.6788
155.9108,82.6750,1002.6788
156.8917,82.6750,1002.6788
157.8726,82.6750,1002.6788
158.8535,82.6750,1002.6788
159.8344,82.6750,1002.6788
160.8153,82.6750,1002.6788
161.7962,82.6750,1002.6788
162.7771,82.6750,1002.6788
163.7580,82.6750,1002.6788
164.7389,82.6750,1002.6788
165.7197,82.6750,1002.6788
166.7006,82.6750,1002.6788
167.6815,82.6750,1002.6788
168.6624,82.6750,1002.6788
169.6433,82.6750,1002.6788
170.6242,82.6750,1002.6788
171.6051,82.6750,1002.6788
172.5860,82.6750,1002.6788
173.5669,82.6750,1002.6788
174.5478,82.6750,1002.6788
175.5287,82.6750,1002.6788
176.5096,82.6750,1002.6788
177.4904,82.6750,1002.6788
178.4713,82.6750,1002.6788
179.4522,82.6750,1002.6788
180.4331,82.6750,1002.6788
181.4140,82.6750,1002.6788
182.3949,82.6750,1002.6788
183.3758,82.6750,1002.6788
184.3567,82.6750,1002.6788
185.3376,82.6750,1002.6788
